season,season_type,player_id,player_name,position,recent_team,carries,carries_per_game,receptions,receptions_per_game,targets,rushing_yards,rushing_tds
2018,REG,00-0034621,S.Wilson,RB,TB,6,1.2,3,0.6,5,29.0,0
2018,REG,00-0033296,A.Armah,RB,CAR,9,1.1,1,0.1,1,15.0,2
2018,REG,00-0033373,T.Mizzell,RB,CHI,9,1.1,8,1.0,10,16.0,0
2018,POST,00-0029795,B.Cunningham,RB,CHI,1,1.0,0,0.0,0,2.0,0
2018,POST,00-0030578,C.Patterson,RB,NE,3,1.0,4,1.3,7,10.0,0
2018,POST,00-0031900,R.Smith,RB,DAL,1,1.0,0,0.0,0,1.0,0
2018,POST,00-0033373,T.Mizzell,RB,CHI,1,1.0,0,0.0,1,-1.0,0
2018,POST,00-0033556,T.Cohen,RB,CHI,1,1.0,3,3.0,5,0.0,0
2018,POST,00-0033925,D.Foreman,RB,HOU,1,1.0,0,0.0,1,3.0,0
2018,POST,00-0034400,J.Wilkins,RB,IND,2,1.0,0,0.0,1,9.0,0
2018,POST,00-0034457,J.Adams,RB,PHI,1,1.0,0,0.0,0,2.0,0
2018,REG,00-0030668,C.West,RB,KC,2,1.0,2,1.0,3,-1.0,0
2018,REG,00-0031102,K.Bibbs,RB,GB,1,1.0,3,3.0,5,2.0,0
2018,REG,00-0032602,J.McKissic,RB,SEA,3,1.0,0,0.0,1,8.0,0
2018,REG,00-0032975,J.Williams,RB,NO,3,1.0,1,0.3,1,0.0,0
2018,REG,00-0033760,J.Davis,RB,LA,2,1.0,0,0.0,0,19.0,0
2018,REG,00-0032813,E.Penny,RB,NYG,7,0.8,8,0.9,9,25.0,0
2018,REG,00-0032964,B.Marshall,RB,WAS,3,0.8,4,1.0,6,9.0,0
2018,REG,00-0032104,A.Abdullah,RB,DET,1,0.5,2,1.0,2,1.0,0
2018,REG,00-0032393,C.Prosise,RB,SEA,1,0.5,3,1.5,3,-3.0,0
2018,REG,00-0033789,T.Logan,RB,ARI,2,0.5,7,1.8,7,2.0,0
2018,REG,00-0034201,D.Turner,RB,BAL,1,0.5,2,1.0,2,4.0,0
2018,REG,00-0028074,A.Sherman,RB,KC,1,0.1,8,1.0,9,2.0,0
2018,POST,00-0030414,S.Ware,RB,KC,0,0.0,1,1.0,1,0.0,0
2018,POST,00-0032602,J.McKissic,RB,SEA,0,0.0,2,2.0,3,0.0,0
2018,REG,00-0028063,T.Jones,RB,BUF,0,0.0,0,0.0,2,0.0,0
2018,REG,00-0030465,K.Barner,RB,CAR,0,0.0,1,1.0,1,0.0,0
2018,REG,00-0032104,A.Abdullah,RB,MIN,0,0.0,1,0.5,2,0.0,0
2018,REG,00-0032404,T.Ervin,RB,HOU,0,0.0,3,1.0,3,0.0,0
2018,REG,00-0034253,D.Hilliard,RB,CLE,0,0.0,9,1.5,10,0.0,0
2017,REG,00-0033045,E.Elliott,RB,DAL,242,24.2,26,2.6,38,983.0,7
2017,POST,00-0033856,L.Fournette,RB,JAX,70,23.3,7,2.3,12,242.0,4
2017,REG,00-0025394,A.Peterson,RB,ARI,129,21.5,9,1.5,16,448.0,2
2017,REG,00-0030496,L.Bell,RB,PIT,321,21.4,86,5.7,107,1291.0,9
2017,REG,00-0033856,L.Fournette,RB,JAX,268,20.6,36,2.8,48,1040.0,9
2017,REG,00-0031590,J.Ajayi,RB,MIA,138,19.7,14,2.0,20,465.0,0
2017,POST,00-0027029,L.McCoy,RB,BUF,19,19.0,6,6.0,8,75.0,0
2017,REG,00-0032241,T.Gurley,RB,LA,279,18.6,64,4.3,87,1305.0,13
2017,REG,00-0033893,D.Cook,RB,MIN,74,18.5,11,2.8,16,354.0,2
2017,REG,00-0027029,L.McCoy,RB,BUF,287,17.9,59,3.7,77,1138.0,6
2017,REG,00-0032144,M.Gordon,RB,LAC,284,17.8,58,3.6,83,1105.0,8
2017,POST,00-0032764,D.Henry,RB,TEN,35,17.5,5,2.5,6,184.0,1
2017,REG,00-0032780,J.Howard,RB,CHI,276,17.2,23,1.4,32,1122.0,9
2017,REG,00-0033923,K.Hunt,RB,KC,272,17.0,53,3.3,63,1327.0,8
2017,REG,00-0023500,F.Gore,RB,IND,261,16.3,29,1.8,38,961.0,3
2017,POST,00-0030496,L.Bell,RB,PIT,16,16.0,9,9.0,13,67.0,1
2017,REG,00-0029854,C.Anderson,RB,DEN,245,15.3,28,1.8,40,1007.0,3
2017,REG,00-0031045,C.Hyde,RB,SF,240,15.0,59,3.7,88,938.0,8
2017,REG,00-0029615,L.Miller,RB,HOU,238,14.9,36,2.2,45,888.0,3
2017,REG,00-0027966,M.Ingram,RB,NO,230,14.4,58,3.6,71,1124.0,12
2017,REG,00-0032426,A.Collins,RB,BAL,212,14.1,23,1.5,36,973.0,6
2017,POST,00-0031285,D.Freeman,RB,ATL,28,14.0,6,3.0,7,73.0,1
2017,POST,00-0031590,J.Ajayi,RB,PHI,42,14.0,6,2.0,8,184.0,0
2017,POST,00-0032241,T.Gurley,RB,LA,14,14.0,4,4.0,10,101.0,0
2017,REG,00-0031285,D.Freeman,RB,ATL,196,14.0,36,2.6,47,865.0,7
2017,REG,00-0025399,M.Lynch,RB,LV,207,13.8,20,1.3,31,891.0,7
2017,REG,00-0030513,L.Murray,RB,MIN,216,13.5,15,0.9,17,842.0,8
2017,REG,00-0033526,S.Perine,RB,WAS,175,13.5,22,1.7,24,603.0,1
2017,REG,00-0026153,J.Stewart,RB,CAR,198,13.2,8,0.5,15,680.0,6
2017,REG,00-0028011,S.Ridley,RB,PIT,26,13.0,0,0.0,0,108.0,1
2017,REG,00-0030656,I.Crowell,RB,CLE,206,12.9,28,1.8,42,853.0,2
2017,REG,00-0033897,J.Mixon,RB,CIN,178,12.7,30,2.1,34,626.0,4
2017,REG,00-0029613,D.Martin,RB,TB,138,12.5,9,0.8,18,406.0,3
2017,POST,00-0030513,L.Murray,RB,MIN,25,12.5,4,2.0,4,68.0,1
2017,REG,00-0028009,D.Murray,RB,TEN,184,12.3,39,2.6,47,659.0,6
2017,REG,00-0033594,C.Carson,RB,SEA,49,12.2,7,1.8,8,208.0,0
2017,POST,00-0032058,T.Coleman,RB,ATL,24,12.0,4,2.0,4,119.0,0
2017,REG,00-0028064,B.Powell,RB,NYJ,178,11.9,23,1.5,33,772.0,5
2017,REG,00-0032104,A.Abdullah,RB,DET,165,11.8,25,1.8,35,552.0,4
2017,REG,00-0030433,M.Gillislee,RB,NE,104,11.6,1,0.1,1,383.0,5
2017,REG,00-0030860,O.Darkwa,RB,NYG,171,11.4,19,1.3,28,751.0,5
2017,REG,00-0032063,M.Davis,RB,SEA,68,11.3,15,2.5,18,240.0,0
2017,REG,00-0026164,C.Johnson,RB,ARI,45,11.2,5,1.2,6,114.0,0
2017,REG,00-0028087,D.Lewis,RB,NE,180,11.2,32,2.0,35,896.0,6
2017,POST,00-0026153,J.Stewart,RB,CAR,11,11.0,0,0.0,0,51.0,0
2017,POST,00-0028087,D.Lewis,RB,NE,33,11.0,16,5.3,18,135.0,0
2017,POST,00-0033923,K.Hunt,RB,KC,11,11.0,3,3.0,3,42.0,1
2017,REG,00-0032187,D.Johnson,RB,ARI,11,11.0,6,6.0,9,23.0,0
2017,REG,00-0032764,D.Henry,RB,TEN,176,11.0,11,0.7,17,744.0,5
2017,REG,00-0033948,J.Williams,RB,GB,153,10.9,25,1.8,34,556.0,4
2017,REG,00-0027325,L.Blount,RB,PHI,173,10.8,8,0.5,8,766.0,2
2017,POST,00-0033906,A.Kamara,RB,NO,21,10.5,5,2.5,10,66.0,1
2017,REG,00-0032058,T.Coleman,RB,ATL,156,10.4,27,1.8,39,628.0,5
2017,REG,00-0031590,J.Ajayi,RB,PHI,70,10.0,10,1.4,14,408.0,1
2017,REG,00-0032741,P.Barber,RB,TB,108,9.8,16,1.5,19,423.0,3
2017,POST,00-0027325,L.Blount,RB,PHI,29,9.7,0,0.0,0,130.0,3
2017,REG,00-0031577,J.Allen,RB,BAL,153,9.6,46,2.9,60,591.0,4
2017,POST,00-0027966,M.Ingram,RB,NO,19,9.5,2,1.0,2,47.0,0
2017,REG,00-0033118,K.Drake,RB,MIA,133,9.5,32,2.3,48,644.0,3
2017,REG,00-0031376,J.McKinnon,RB,MIN,150,9.4,51,3.2,68,570.0,3
2017,POST,00-0031376,J.McKinnon,RB,MIN,18,9.0,14,7.0,16,74.0,1
2017,REG,00-0033838,T.Edmunds,RB,NO,9,9.0,0,0.0,0,48.0,1
2017,REG,00-0031075,A.Blue,RB,HOU,71,8.9,7,0.9,9,262.0,1
2017,REG,00-0032371,R.Kelley,RB,WAS,62,8.9,4,0.6,7,194.0,3
2017,REG,00-0029141,A.Morris,RB,DAL,115,8.8,7,0.5,9,547.0,1
2017,REG,00-0033925,D.Foreman,RB,HOU,78,8.7,6,0.7,8,327.0,2
2017,REG,00-0026184,M.Forte,RB,NYJ,103,8.6,37,3.1,45,381.0,2
2017,REG,00-0033950,W.Gallman,RB,NYG,111,8.5,34,2.6,48,476.0,0
2017,REG,00-0033748,Ti.Green,RB,DET,42,8.4,2,0.4,2,165.0,2
2017,REG,00-0033293,A.Jones,RB,GB,81,8.1,9,0.9,18,448.0,4
2017,REG,00-0027531,C.Ivory,RB,JAX,112,8.0,21,1.5,28,382.0,1
2017,REG,00-0030117,K.Williams,RB,ARI,120,8.0,10,0.7,15,426.0,1
2017,REG,00-0031375,T.West,RB,BAL,39,7.8,2,0.4,4,138.0,2
2017,REG,00-0030485,E.Lacy,RB,SEA,69,7.7,6,0.7,6,179.0,0
2017,REG,00-0031682,T.Ward,RB,ATL,30,7.5,3,0.8,3,129.0,0
2017,REG,00-0033906,A.Kamara,RB,NO,120,7.5,81,5.1,100,728.0,8
2017,REG,00-0033280,C.McCaffrey,RB,CAR,117,7.3,80,5.0,113,435.0,2
2017,REG,00-0031102,K.Bibbs,RB,WAS,21,7.0,14,4.7,17,79.0,0
2017,REG,00-0031959,M.Murphy,RB,BUF,7,7.0,2,2.0,2,41.0,0
2017,REG,00-0025394,A.Peterson,RB,NO,27,6.8,2,0.5,3,81.0,0
2017,REG,00-0033951,M.Mack,RB,IND,93,6.6,21,1.5,33,358.0,3
2017,REG,00-0030456,G.Bernard,RB,CIN,105,6.6,43,2.7,60,458.0,2
2017,REG,00-0033308,M.Breida,RB,SF,105,6.6,21,1.3,36,465.0,2
2017,REG,00-0031897,T.Rawls,RB,SEA,58,6.4,9,1.0,13,157.0,0
2017,REG,00-0030288,R.Burkhead,RB,NE,64,6.4,30,3.0,36,264.0,5
2017,REG,00-0030404,C.Thompson,RB,WAS,64,6.4,39,3.9,54,294.0,2
2017,REG,00-0032972,D.Booker,RB,DEN,79,6.1,30,2.3,38,299.0,1
2017,POST,00-0033280,C.McCaffrey,RB,CAR,6,6.0,6,6.0,8,16.0,0
2017,REG,00-0032782,W.Smallwood,RB,PHI,47,5.9,13,1.6,18,174.0,1
2017,REG,00-0033295,E.McGuire,RB,NYJ,88,5.9,17,1.1,26,315.0,1
2017,REG,00-0032417,P.Perkins,RB,NYG,41,5.9,8,1.1,10,90.0,0
2017,REG,00-0031806,M.Brown,RB,LA,63,5.7,9,0.8,11,246.0,1
2017,REG,00-0029004,L.Dunbar,RB,LA,11,5.5,1,0.5,3,51.0,1
2017,REG,00-0031900,R.Smith,RB,DAL,55,5.5,19,1.9,23,232.0,4
2017,REG,00-0033556,T.Cohen,RB,CHI,87,5.4,53,3.3,71,370.0,2
2017,REG,00-0026213,J.Charles,RB,DEN,69,5.3,23,1.8,28,296.0,1
2017,REG,00-0031301,J.Hill,RB,CIN,37,5.3,4,0.6,4,116.0,0
2017,REG,00-0033725,C.Clement,RB,PHI,74,5.3,10,0.7,15,321.0,4
2017,REG,00-0030107,T.Riddick,RB,DET,84,5.2,53,3.3,71,286.0,3
2017,REG,00-0032257,D.Johnson,RB,CLE,82,5.1,74,4.6,93,348.0,4
2017,POST,00-0032209,T.Yeldon,RB,JAX,10,5.0,5,2.5,6,45.0,1
2017,REG,00-0023564,D.Sproles,RB,PHI,15,5.0,7,2.3,12,61.0,0
2017,REG,00-0028083,J.Rodgers,RB,TB,64,4.9,9,0.7,11,244.0,1
2017,REG,00-0032209,T.Yeldon,RB,JAX,49,4.9,30,3.0,41,253.0,2
2017,POST,00-0031062,J.White,RB,NE,14,4.7,9,3.0,18,60.0,3
2017,REG,00-0030874,D.Williams,RB,MIA,46,4.6,20,2.0,28,181.0,0
2017,REG,00-0031055,A.Williams,RB,LAC,9,4.5,0,0.0,0,25.0,0
2017,REG,00-0032813,E.Penny,RB,ARI,31,4.4,4,0.6,6,124.0,2
2017,REG,00-0031277,B.Oliver,RB,LAC,35,4.4,6,0.8,11,83.0,0
2017,REG,00-0029239,B.Bolden,RB,NE,13,4.3,1,0.3,4,67.0,0
2017,POST,00-0029239,B.Bolden,RB,NE,4,4.0,0,0.0,0,27.0,1
2017,REG,00-0031209,S.Perry,RB,MIA,8,4.0,1,0.5,1,30.0,0
2017,REG,00-0032048,M.Brown,RB,WAS,8,4.0,1,0.5,1,29.0,0
2017,REG,00-0032450,D.Washington,RB,DET,20,4.0,2,0.4,2,44.0,0
2017,REG,00-0029273,R.Turbin,RB,IND,23,3.8,9,1.5,11,53.0,1
2017,REG,00-0032602,J.McKissic,RB,SEA,46,3.8,34,2.8,46,187.0,1
2017,REG,00-0032940,D.Washington,RB,LV,57,3.8,34,2.3,45,153.0,2
2017,REG,00-0031731,C.Grant,RB,JAX,30,3.8,3,0.4,4,248.0,2
2017,REG,00-0033025,J.Richard,RB,LV,56,3.7,27,1.8,36,275.0,1
2017,REG,00-0029205,T.Cadet,RB,BUF,22,3.7,13,2.2,16,93.0,0
2017,REG,00-0033567,B.Hill,RB,CIN,11,3.7,2,0.7,2,37.0,0
2017,REG,00-0033699,A.Ekeler,RB,LAC,47,3.6,27,2.1,35,260.0,2
2017,REG,00-0031599,C.Artis-Payne,RB,CAR,18,3.6,1,0.2,1,95.0,1
2017,REG,00-0031062,J.White,RB,NE,43,3.1,56,4.0,72,171.0,0
2017,REG,00-0027994,S.Vereen,RB,NYG,45,3.0,44,2.9,53,164.0,0
2017,REG,00-0031332,F.Toussaint,RB,PIT,6,3.0,2,1.0,3,25.0,0
2017,REG,00-0032964,B.Marshall,RB,WAS,9,3.0,6,2.0,8,32.0,0
2017,REG,00-0028074,A.Sherman,RB,KC,14,2.8,6,1.2,8,40.0,1
2017,REG,00-0032393,C.Prosise,RB,SEA,11,2.8,6,1.5,11,23.0,0
2017,REG,00-0033553,J.Conner,RB,PIT,32,2.7,0,0.0,1,144.0,0
2017,REG,00-0031939,M.Jones,RB,IND,5,2.5,0,0.0,0,14.0,0
2017,REG,00-0033581,D.Henderson,RB,DEN,7,2.3,2,0.7,2,13.0,0
2017,POST,00-0030288,R.Burkhead,RB,NE,4,2.0,1,0.5,2,23.0,0
2017,POST,00-0031806,M.Brown,RB,LA,2,2.0,0,0.0,0,14.0,0
2017,POST,00-0033725,C.Clement,RB,PHI,6,2.0,10,3.3,11,33.0,0
2017,REG,00-0027861,C.Spiller,RB,KC,2,2.0,0,0.0,2,0.0,0
2017,REG,00-0031665,Z.Zenner,RB,DET,14,2.0,0,0.0,1,26.0,1
2017,REG,00-0031687,R.Mostert,RB,SF,6,2.0,0,0.0,0,30.0,0
2017,REG,00-0033304,D.Mays,RB,GB,4,2.0,3,1.5,3,1.0,0
2017,REG,00-0030287,A.Ellington,RB,ARI,15,1.9,33,4.1,50,53.0,1
2017,REG,00-0030465,K.Barner,RB,PHI,16,1.8,5,0.6,8,57.0,1
2017,REG,00-0026019,D.Woodhead,RB,BAL,14,1.8,33,4.1,39,56.0,0
2017,REG,00-0030287,A.Ellington,RB,HOU,5,1.7,6,2.0,9,2.0,0
2017,REG,00-0030668,C.West,RB,KC,18,1.5,27,2.2,34,72.0,2
2017,REG,00-0033384,L.Daniels,RB,WAS,3,1.5,0,0.0,0,14.0,0
2017,REG,00-0031390,C.Sims,RB,TB,21,1.4,35,2.3,47,95.0,0
2017,REG,00-0030711,D.Fluellen,RB,TEN,4,1.3,0,0.0,1,21.0,0
2017,REG,00-0032404,T.Ervin,RB,HOU,4,1.3,8,2.7,11,12.0,0
2017,REG,00-0031743,A.Hunt,RB,KC,8,1.1,4,0.6,7,23.0,0
2017,POST,00-0027531,C.Ivory,RB,JAX,1,1.0,0,0.0,1,2.0,0
2017,POST,00-0029731,F.Whittaker,RB,CAR,1,1.0,0,0.0,0,3.0,0
2017,POST,00-0031731,C.Grant,RB,JAX,2,1.0,3,1.5,3,5.0,0
2017,REG,00-0026144,D.McFadden,RB,DAL,1,1.0,0,0.0,0,-2.0,0
2017,REG,00-0029205,T.Cadet,RB,NYJ,1,1.0,3,3.0,3,3.0,0
2017,REG,00-0031793,T.Watson,RB,PIT,5,1.0,0,0.0,0,8.0,0
2017,REG,00-0032298,B.Hill,RB,ARI,1,1.0,0,0.0,0,-2.0,0
2017,REG,00-0033596,M.Dayes,RB,CLE,5,1.0,4,0.8,5,13.0,0
2017,REG,00-0033760,J.Davis,RB,LA,1,1.0,0,0.0,0,1.0,0
2017,REG,00-0029731,F.Whittaker,RB,CAR,7,0.9,5,0.6,6,18.0,0
2017,REG,00-0030578,C.Patterson,RB,LV,13,0.9,31,2.1,42,121.0,2
2017,REG,00-0032577,D.Foster,RB,ARI,6,0.9,17,2.4,28,19.0,0
2017,REG,00-0029795,B.Cunningham,RB,CHI,9,0.8,20,1.8,26,29.0,0
2017,REG,00-0029384,B.Rainey,RB,BAL,1,0.3,5,1.7,7,2.0,0
2017,REG,00-0032377,J.Ferguson,RB,IND,1,0.3,3,1.0,4,5.0,0
2017,POST,00-0030668,C.West,RB,KC,0,0.0,2,2.0,2,0.0,0
2017,POST,00-0031682,T.Ward,RB,ATL,0,0.0,0,0.0,1,0.0,0
2017,REG,00-0028063,T.Jones,RB,BUF,0,0.0,1,1.0,2,0.0,0
2017,REG,00-0031085,J.Prosch,RB,HOU,0,0.0,4,1.0,4,0.0,0
2017,REG,00-0033413,D.Smith,RB,MIA,0,0.0,3,3.0,3,0.0,0
